EstablecimientoGlosa;RegionGlosa;TipoEstablecimientoGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaGlosa;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
Centro de Salud Médico Dental Universitario de la Universidad de los Lagos;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;07-01-2011;NO;No Aplica;-41.494143;-72.987206;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Cochamó;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Cochamó;;NO;No Aplica;-41.494152;-72.307398;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Salto Chico;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.48565;-73.27422;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Anahuac;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.484233;-72.976191;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Chamiza;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.48391;-72.85415;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Andes Salud Puerto Montt;Región De Los Lagos;Clínica;Privado;Terciario;Puerto Montt;05-12-2023;SI;Urgencia Hospitalaria (UEH);-41.48308;-72.90296;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Policlínico Institucional de Gendarmería de Chile (Puerto Montt);Región De Los Lagos;Centro de Salud Privado;Gendamería;Secundario;Puerto Montt;07-05-2013;NO;No Aplica;-41.482256;-73.00836;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Complejo Penitenciario de Puerto Montt;Región De Los Lagos;Clínica;Gendamería;No Aplica;Puerto Montt;;NO;No Aplica;-41.481732;-73.009069;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
COSAM de Reloncaví;Región De Los Lagos;Centro Comunitario de Salud Mental (COSAM);Servicio de Salud;Secundario;Puerto Montt;;NO;No Aplica;-41.480555;-72.956342;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Policlínico Instituto de Seguridad del Trabajo de Puerto Montt;Región De Los Lagos;Clínica;Privado;No Aplica;Puerto Montt;;NO;No Aplica;-41.479191;-72.952662;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Centro de Salud Medicina Integral y Ejercicio;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;;NO;No Aplica;-41.477432;-72.914106;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar San Pablo Mirasol (ONG);Región De Los Lagos;Centro de Salud Familiar (CESFAM);Otra Institución;Primario;Puerto Montt;;NO;No Aplica;-41.47511;-72.96188;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Padre Hurtado;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.47496;-72.98464;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAPU Padre Hurtado;Región De Los Lagos;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Puerto Montt;;SI;Urgencia Ambulatoria (SAPU);-41.474835;-72.984859;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico Naval de Puerto Montt;Región De Los Lagos;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Secundario;Puerto Montt;;NO;No Aplica;-41.4745;-72.96701;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAPU Angelmó;Región De Los Lagos;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Puerto Montt;;SI;Urgencia Ambulatoria (SAPU);-41.473429;-72.954365;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Angelmó;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.47326;-72.95412;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico Mutual de Seguridad Cchc Puerto Montt;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;;NO;No Aplica;-41.47316;-72.949226;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Clínico Dental Bio Spa;Región De Los Ríos;Clínica Dental;Privado;No Aplica;Río Bueno;18-03-2019;NO;No Aplica;-40.333337;-72.954121;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Médico Imagenología Sur Cruz Médica;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;11-06-2010;NO;No Aplica;-41.472579;-72.948521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Tecno Medic;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;08-08-1991;NO;No Aplica;-41.472458;-72.947002;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro de Atención Profesional de Enfermería (CAPROEN);Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;;NO;No Aplica;-41.472444;-72.947006;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Monteverde Spa;Región De Los Lagos;Clínica;Privado;No Aplica;Puerto Montt;12-02-2018;NO;No Aplica;-41.472315;-72.923977;Privado;Vigente en Operación Habitual;Pendiente;Atención Cerrada-hospitalaria
Laboratorio Clínico Biomed;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;;NO;No Aplica;-41.472161;-72.946682;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro de Atención Odontológica la Unión;Región De Los Ríos;Clínica Dental;Privado;No Aplica;La Unión;31-01-2018;NO;No Aplica;-40.295385;-73.08433;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Clínica Dental Móvil Triple. Pat. BKYS89 (Puerto Montt);Región De Los Lagos;Unidad de Procedimientos Móvil;Servicio de Salud;Primario;Puerto Montt;;NO;No Aplica;-41.472063;-72.935884;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Unidad de Salud Funcionario S.S del Reloncaví;Región De Los Lagos;Unidad de Salud Funcionarios;Servicio de Salud;Secundario;Puerto Montt;29-01-2021;NO;No Aplica;-41.472063;-72.935884;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Actividades Gestionadas Por la Dirección del Servicio Para Apoyo de la Red (S.S del Reloncaví);Región De Los Lagos;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Puerto Montt;;NO;No Aplica;-41.472063;-72.935884;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
PRAIS (S.S del Reloncaví);Región De Los Lagos;Programa de Reparación y Atención Integral de Salud (PRAIS);Servicio de Salud;No Aplica;Puerto Montt;;NO;No Aplica;-41.472063;-72.935884;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Meditest Ltda;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;;NO;No Aplica;-41.471999;-72.948291;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Laboratorio Clínico Fleming Ltda.;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;25-03-2010;NO;No Aplica;-41.471942;-72.948305;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Laboratorio Clínico San Pablo;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;23-08-2017;NO;No Aplica;-41.471789;-72.928189;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Posta de Salud Rural Pocoihuén;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Cochamó;;NO;No Aplica;-41.494831;-72.332956;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
COSAM Puerto Montt;Región De Los Lagos;Centro Comunitario de Salud Mental (COSAM);Servicio de Salud;Secundario;Puerto Montt;;NO;No Aplica;-41.47106;-72.951753;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Médico Medicenter Puerto Montt;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;19-02-2016;NO;No Aplica;-41.470975;-72.941417;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Instituto de Patología Austral Ltda.;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;21-12-2009;NO;No Aplica;-41.470872;-72.949274;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Instituto Teletón Puerto Montt;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;01-01-2009;NO;No Aplica;-41.470812;-72.924745;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro de Especialidades Odontológicas;Región De Los Lagos;Clínica Dental;Municipal;Primario;Puerto Montt;15-02-2018;NO;No Aplica;-41.472777;-72.946963;Público;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Megasalud S.A. Centro Médico y Dental Puerto Montt;Región De Los Lagos;Centro de Salud Privado;Privado;No Aplica;Puerto Montt;01-01-2009;NO;No Aplica;-41.470169;-72.94072;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Médico Docente Asistencial Universidad San Sebastián;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;18-12-2012;NO;No Aplica;-41.469458;-72.907595;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica de la Achs Puerto Montt;Región De Los Lagos;Clínica;Privado;No Aplica;Puerto Montt;01-01-2009;NO;No Aplica;-41.46913;-72.933983;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
SAPU Carmela Carvajal;Región De Los Lagos;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Puerto Montt;;SI;Urgencia Ambulatoria (SAPU);-41.468721;-72.916311;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Carmela Carvajal;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.46837;-72.91657;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico DESAM Puerto Montt;Región De Los Lagos;Laboratorio Clínico;Municipal;No Aplica;Puerto Montt;10-07-2012;NO;No Aplica;-41.468367;-72.916568;Público;Vigente en Operación Habitual;Pendiente;No Aplica
Centro Médico y Dental Xa. Zona de Carabineros;Región De Los Lagos;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);No Aplica;Puerto Montt;01-01-2009;NO;No Aplica;-41.468117;-72.940605;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro de Diálisis Municipal de Puerto Montt,;Región De Los Lagos;Centro de Diálisis;Municipal;No Aplica;Puerto Montt;17-05-2021;NO;No Aplica;-41.467982;-72.925596;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro de Sangre Austral;Región De Los Lagos;Centro de Diagnóstico y Terapeútico (CDT);Servicio de Salud;Secundario;Puerto Montt;05-09-2014;NO;No Aplica;-41.46788;-72.936088;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Nefrológico Puerto Montt;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;01-01-2009;NO;No Aplica;-41.465531;-72.942802;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico de la III Brigada de la Fuerza Aérea de Chile;Región De Los Lagos;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Primario;Puerto Montt;21-01-2020;NO;No Aplica;-41.463797;-72.91442;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Sección Sanidad Puerto Montt de la Policía de Investigaciones de Chile;Región De Los Lagos;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Secundario;Puerto Montt;09-04-2014;NO;No Aplica;-41.463595;-72.919813;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Día Infanto Adolescente Rayen Milla;Región De Los Lagos;Hospital de Día Infanto Adolescente;Servicio de Salud;Secundario;Puerto Montt;14-03-2016;NO;No Aplica;-41.462193;-72.931243;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Puerta Sur;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Puerto Montt;22-07-2011;NO;No Aplica;-41.46187;-72.99606;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Techo Para Todos (ONG);Región De Los Lagos;Centro de Salud Familiar (CESFAM);Otra Institución;Primario;Puerto Montt;;NO;No Aplica;-41.46183;-72.96509;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Antonio Varas;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.46122;-72.92951;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAPU Antonio Varas;Región De Los Lagos;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Puerto Montt;;SI;Urgencia Ambulatoria (SAPU);-41.461069;-72.929357;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Diálisis Hemosur;Región De Los Lagos;Centro de Diálisis;Privado;No Aplica;Puerto Montt;01-01-2009;NO;No Aplica;-41.458627;-72.914046;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Clínica Puerto Montt;Región De Los Lagos;Clínica;Privado;Terciario;Puerto Montt;01-01-2009;SI;Urgencia Hospitalaria (UEH);-41.45861;-72.954072;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Laboratorio Clínico Bionet S.A. - Puerto Montt;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;01-01-2009;NO;No Aplica;-41.458559;-72.953958;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Licarayen;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.45709;-72.92999;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Correntoso;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.45321;-72.65837;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Puerto Montt;Región De Los Lagos;Hospital;Servicio de Salud;Terciario;Puerto Montt;01-11-2014;SI;Urgencia Hospitalaria (UEH);-41.44855;-72.957342;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Grupo de Sanidad de la III Brigada de la Fuerza Aérea de Chile;Región De Los Lagos;Vacunatorio;Fuerzas Armadas y de Orden (FFAA);Primario;Puerto Montt;21-01-2020;NO;No Aplica;-41.439959;-72.931153;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Lago Chapo;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.4157;-72.59474;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Innovalab de Puerto Montt;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;24-10-2016;NO;No Aplica;-41.405327;-72.916592;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Posta de Salud Rural Estaquilla;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Los Muermos;;NO;No Aplica;-41.403367;-73.803555;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural las Quemas (Puerto Montt);Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.401507;-73.179826;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar los Muermos;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Los Muermos;;NO;No Aplica;-41.39882;-73.45951;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAPU los Muermos;Región De Los Lagos;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Los Muermos;;SI;Urgencia Ambulatoria (SAPU);-41.398615;-73.459672;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAR Alerce;Región De Los Lagos;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Municipal;Primario;Puerto Montt;28-01-2020;SI;Urgencia Ambulatoria (SAR);-41.397673;-72.903457;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Alerce;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Puerto Montt;;NO;No Aplica;-41.39764;-72.90352;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Diagnolab Spa;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Puerto Montt;13-09-2019;NO;No Aplica;-41.396956;-72.907248;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Médico Diagnomedic;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Puerto Montt;13-09-2019;NO;No Aplica;-41.396897;-72.90669;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Posta de Salud Rural Ralún;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puerto Varas;;NO;No Aplica;-41.38861;-72.32793;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Alerce Norte;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Puerto Montt;12-12-2017;NO;No Aplica;-41.38398;-72.91582;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
